,authors,bbox,connectsWith,created,creators,currentVersion,description,extent,featureTypes,geoContext,hasConnectionsWith,id,locationPrecision,maxDate,minDate,modified,path,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,country
7392,"Hitchner, R., R. Warner, R. Talbert, T. Elliott, S. Gillies","10.127507, 36.380434, 10.127507, 36.380434",,2010-09-28T05:06:47Z,R.B. Hitchner,1.0,"An ancient place, cited: BAtlas 32 F3 unnamed aqueduct (Carthago)","{""type"": ""Point"", ""coordinates"": [10.127507, 36.380434]}",aqueduct,Carthago,183817914,315603,related,640.0,-30.0,2012-02-14T23:13:55Z,/places/315603,36.380434,"36.380434,10.127507",10.127507000000001,,RL,"roman,late-antique","-30.0,640.0",Untitled,1c213d08d83f9f3bb8e0b2d078b2c203,Tunisia
7393,"Hitchner, R., R. Warner, R. Talbert, S. Gillies, T. Elliott, S. Maurer","10.0, 36.5, 10.5, 37.0",,2010-09-28T05:06:49Z,R.B. Hitchner,3.0,unnamed aqueduct group (near Cilibia),"{""type"": ""Polygon"", ""coordinates"": [[[10.0, 36.5], [10.0, 37.0], [10.5, 37.0], [10.5, 36.5], [10.0, 36.5]]]}",aqueduct,near Cilibia,,315604,rough,640.0,-30.0,2017-09-13T20:19:43Z,/places/315604,36.75,"36.75,10.25",10.25,,RL,"roman,late-antique","-30.0,640.0",Unnamed aqueducts,7720c5de9ff1b881275369cd7695ca17,Tunisia
7394,"Hitchner, R., R. Warner, R. Talbert, T. Elliott, S. Gillies","10.0, 36.5, 10.5, 37.0",,2010-09-28T05:06:50Z,R.B. Hitchner,1.0,"An ancient place, cited: BAtlas 32 F3 unnamed aqueduct (near Henchir-Sidi-ben-Nour)","{""type"": ""Polygon"", ""coordinates"": [[[10.0, 36.5], [10.0, 37.0], [10.5, 37.0], [10.5, 36.5], [10.0, 36.5]]]}",aqueduct,near Henchir-Sidi-ben-Nour,,315605,rough,640.0,-30.0,2012-02-14T23:13:56Z,/places/315605,36.75,"36.75,10.25",10.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,04c39a8bd9f43b7666440f98fbb446cd,Tunisia
7395,"Hitchner, R., R. Warner, R. Talbert, T. Elliott, S. Gillies","10.357599, 36.44303, 10.357599, 36.44303",,2010-09-28T05:06:51Z,R.B. Hitchner,5.0,An aqueduct connected to areas of centuriation north of Segermes,"{""type"": ""Point"", ""coordinates"": [10.357599, 36.44303]}",aqueduct,near Djebel Zid,535279838,315606,related,640.0,-30.0,2012-02-14T23:13:56Z,/places/315606,36.44303,"36.44303,10.357599",10.357599,,RL,"roman,late-antique","-30.0,640.0",Aqueduct east of Djebel Zid,2adf15c52a8ea4e8b61a1b1eac71134b,Tunisia
7396,"Hitchner, R., R. Warner, R. Talbert, T. Elliott, S. Gillies","10.5, 36.5, 11.0, 37.0",,2010-09-28T05:06:53Z,R.B. Hitchner,1.0,"An ancient place, cited: BAtlas 32 G3 unnamed aqueduct (near Curubis)","{""type"": ""Polygon"", ""coordinates"": [[[10.5, 36.5], [10.5, 37.0], [11.0, 37.0], [11.0, 36.5], [10.5, 36.5]]]}",aqueduct,near Curubis,,315607,rough,640.0,-30.0,2012-02-14T23:13:58Z,/places/315607,36.75,"36.75,10.75",10.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,fe48d1172f1abf5b7bd15ec51eff59f6,Tunisia
7459,"Becker, J.","4.5319954, 43.9586158, 4.5332718, 43.961719",148738,2020-09-18T14:18:58Z,jbecker,0.0,A segment of the Nimes aqueduct.,"{""type"": ""Polygon"", ""coordinates"": [[[4.5320275, 43.9586158], [4.5319954, 43.9586225], [4.5332397, 43.961719], [4.5332718, 43.9617123], [4.5320275, 43.9586158]]]}",aqueduct,,,266382050,precise,300.0,-30.0,2020-10-14T19:26:08Z,/places/266382050,43.9601674,"43.9601674,4.5326336",4.5326336,,R,roman,"-30.0,300.0","La Lône arcade, Nimes aqueduct",26a62793d76c4e3c96972f2c46d1485c,France
7511,"Becker, J., R. Horne","2.5140266, 42.764505, 2.5140266, 42.764505",,2014-03-23T01:04:16Z,jbecker,1.0,The remains of a Roman aqueduct bridge over the Agly river.,"{""type"": ""Point"", ""coordinates"": [2.5140266, 42.764505]}",aqueduct,,,738817254,precise,300.0,-30.0,2018-02-04T12:13:30Z,/places/738817254,42.764505,"42.764505,2.5140266",2.5140266,,R,roman,"-30.0,300.0",Ansignan aqueduct,72e976c074d12a5b9a650877fdd08907,France
7714,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","34.5, 32.5, 35.0, 33.0",,2009-09-16T20:07:03Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 A4 unnamed aqueduct (Dor(a))","{""type"": ""Polygon"", ""coordinates"": [[[34.5, 32.5], [34.5, 33.0], [35.0, 33.0], [35.0, 32.5], [34.5, 32.5]]]}",aqueduct,Dor(a),,678747,rough,640.0,-330.0,2012-02-15T02:52:37Z,/places/678747,32.75,"32.75,34.75",34.75,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,8a51e63aa9ce6c890de587b0692d0a8e,Israel
7715,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","34.5, 32.5, 35.0, 33.0",,2009-09-16T20:07:04Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 A4 unnamed aqueduct (Caesarea)","{""type"": ""Polygon"", ""coordinates"": [[[34.5, 32.5], [34.5, 33.0], [35.0, 33.0], [35.0, 32.5], [34.5, 32.5]]]}",aqueduct,Caesarea,,678748,rough,640.0,-330.0,2012-02-15T02:52:38Z,/places/678748,32.75,"32.75,34.75",34.75,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,01808ce3139ae1e0a336602c6436c2e5,Israel
7716,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 33.0, 35.5, 33.5",,2009-09-16T20:07:04Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B3 unnamed aqueduct (Palaityros)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 33.0], [35.0, 33.5], [35.5, 33.5], [35.5, 33.0], [35.0, 33.0]]]}",aqueduct,Palaityros,,678749,rough,300.0,-30.0,2012-02-15T02:52:38Z,/places/678749,33.25,"33.25,35.25",35.25,,R,roman,"-30.0,300.0",Untitled,53b3f775edf356537f24832a7a35a465,Lebanon
7717,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.5, 35.5, 33.0",,2009-09-16T20:07:05Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Kefar Amiqo)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Kefar Amiqo,,678750,rough,640.0,-30.0,2012-02-15T02:52:39Z,/places/678750,32.75,"32.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,949b96cb1a409bbce4ca764e37e095a5,Israel
7718,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.5, 35.5, 33.0",,2009-09-16T20:07:06Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Ake)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Ake,,678751,rough,640.0,300.0,2012-02-15T02:52:39Z,/places/678751,32.75,"32.75,35.25",35.25,,L,late-antique,"300.0,640.0",Untitled,f905bda56dbfc0c98e7c74a956af2730,Israel
7719,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.5, 35.5, 33.0",,2009-09-16T20:07:07Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Kefar Hanania)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Kefar Hanania,,678752,rough,640.0,-30.0,2012-02-15T02:52:40Z,/places/678752,32.75,"32.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,03f149860658039825898c484a7a017a,Israel
7720,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.5, 35.5, 33.0",,2009-09-16T20:07:08Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Sepphoris)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Sepphoris,,678753,rough,640.0,-30.0,2012-02-15T02:52:40Z,/places/678753,32.75,"32.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,0c6950823b25668bf5180252c9ef7458,Israel
7721,"Meyers, E., J. Brown, R. Talbert, S. Gillies, T. Elliott, J. Becker","35.0, 32.5, 35.5, 33.0",678138,2009-09-16T20:07:08Z,"E.M. Meyers, J.P. Brown",2.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Gaba Philippi)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Gaba Philippi,,678754,rough,640.0,-30.0,2019-02-01T20:32:23Z,/places/678754,32.75,"32.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Unnamed aqueduct (at Gaba Philippi),279ec4ab1aeab738f1e57ec5dfc66b83,Israel
7722,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.5, 35.5, 33.0",,2009-09-16T20:07:09Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B4 unnamed aqueduct (Legio)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.5], [35.0, 33.0], [35.5, 33.0], [35.5, 32.5], [35.0, 32.5]]]}",aqueduct,Legio,,678755,rough,640.0,-30.0,2012-02-15T02:52:41Z,/places/678755,32.75,"32.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,1e3b39ba042b93ef3fb7ca2644936ad8,Israel
7723,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.0, 32.0, 35.5, 32.5",,2009-09-16T20:07:10Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 B5 unnamed aqueduct (Samaria)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.0], [35.0, 32.5], [35.5, 32.5], [35.5, 32.0], [35.0, 32.0]]]}",aqueduct,Samaria,,678756,rough,640.0,-330.0,2012-02-15T02:52:41Z,/places/678756,32.25,"32.25,35.25",35.25,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,c3d20e1897719d1454239c530daa8661,Palestinian Territory
7724,"Meyers, E., J. Brown, R. Talbert, S. Gillies, T. Elliott, J. Becker","35.5, 33.5, 36.0, 34.0",678060,2009-09-16T20:07:11Z,"E.M. Meyers, J.P. Brown",2.0,"An ancient place, cited: BAtlas 69 C2 unnamed aqueduct (Berytus)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 33.5], [35.5, 34.0], [36.0, 34.0], [36.0, 33.5], [35.5, 33.5]]]}",aqueduct,Berytus,,678757,rough,640.0,-30.0,2020-08-04T15:52:11Z,/places/678757,33.75,"33.75,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,134ec9f6fb7c2e3c5a848fdfec4938d7,Lebanon
7725,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 33.0, 36.0, 33.5",,2009-09-16T20:07:12Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C3 unnamed aqueduct (Paneas)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 33.0], [35.5, 33.5], [36.0, 33.5], [36.0, 33.0], [35.5, 33.0]]]}",aqueduct,Paneas,,678758,rough,640.0,-30.0,2012-02-15T02:52:42Z,/places/678758,33.25,"33.25,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,d235b34f06200f2e7485413844c91c67,Israel
7726,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:12Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct (Bethsaida)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct,Bethsaida,,678759,rough,640.0,-30.0,2012-02-15T02:52:42Z,/places/678759,32.75,"32.75,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,153e622c2c453ed485b7554989050dea,Israel
7727,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:13Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct (Gamala)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct,Gamala,,678760,rough,300.0,-30.0,2012-02-15T02:52:42Z,/places/678760,32.75,"32.75,35.75",35.75,,R,roman,"-30.0,300.0",Untitled,3e21f6b0f0c78b41296653d926303db5,Israel
7728,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:14Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct (Chorsia)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct,Chorsia,,678761,rough,640.0,-30.0,2012-02-15T02:52:43Z,/places/678761,32.75,"32.75,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,78c7f27b6dc3e5e2ca03ca9ffcab1182,Israel
7729,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:15Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct group (Hippos)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct-group,Hippos,,678762,rough,640.0,-30.0,2012-02-15T02:52:43Z,/places/678762,32.75,"32.75,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,d0cde0d81161b74300f6f7ddf1868a4a,Israel
7730,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:16Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct (Tiberias)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct,Tiberias,,678763,rough,640.0,-30.0,2012-02-15T02:52:44Z,/places/678763,32.75,"32.75,35.75",35.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,78d1dd4daf204d957011ca58b52d85f8,Israel
7731,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","35.5, 32.5, 36.0, 33.0",,2009-09-16T20:07:16Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 C4 unnamed aqueduct group (Scythopolis)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 32.5], [35.5, 33.0], [36.0, 33.0], [36.0, 32.5], [35.5, 32.5]]]}",aqueduct-group,Scythopolis,,678764,rough,640.0,-330.0,2012-02-15T02:52:44Z,/places/678764,32.75,"32.75,35.75",35.75,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,ad9b14d47b7509190639fc3c0ad5cfdc,Israel
7732,"Brown, J., E. Meyers, R. Talbert, T. Elliott, S. Gillies","36.0, 34.0, 36.5, 34.5",,2009-09-16T20:07:17Z,"J.P. Brown, E.M. Meyers",1.0,"An ancient place, cited: BAtlas 69 D1 unnamed aqueduct (Heliopolis)","{""type"": ""Polygon"", ""coordinates"": [[[36.0, 34.0], [36.0, 34.5], [36.5, 34.5], [36.5, 34.0], [36.0, 34.0]]]}",aqueduct,Heliopolis,,678765,rough,300.0,-30.0,2012-02-15T02:52:44Z,/places/678765,34.25,"34.25,36.25",36.25,,R,roman,"-30.0,300.0",Untitled,7488dfec6ea3dc204a5cfc140b3810a6,Lebanon
7986,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","34.5, 31.5, 35.0, 32.0",,2009-09-17T12:35:25Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 F2 unnamed aqueduct (Beth Govrin)","{""type"": ""Polygon"", ""coordinates"": [[[34.5, 31.5], [34.5, 32.0], [35.0, 32.0], [35.0, 31.5], [34.5, 31.5]]]}",aqueduct,Beth Govrin,,688562,rough,640.0,-30.0,2012-02-15T02:56:20Z,/places/688562,31.75,"31.75,34.75",34.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,f8afc6d080446e929f75aeb7b72473cc,Israel
7987,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","34.5, 31.5, 35.0, 32.0",,2009-09-17T12:35:26Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 F2 unnamed aqueduct (Emmaus)","{""type"": ""Polygon"", ""coordinates"": [[[34.5, 31.5], [34.5, 32.0], [35.0, 32.0], [35.0, 31.5], [34.5, 31.5]]]}",aqueduct,Emmaus,,688563,rough,640.0,300.0,2012-02-15T02:56:21Z,/places/688563,31.75,"31.75,34.75",34.75,,L,late-antique,"300.0,640.0",Untitled,9f6bc1b76e166c139366e161629fe034,Israel
7988,"Isaac, B., R. Talbert, S. Gillies, T. Elliott, J. Becker","35.0, 32.0, 35.5, 32.5",688003,2009-09-17T12:35:27Z,B. Isaac,2.0,"An ancient place, cited: BAtlas 70 G1 unnamed aqueduct (Phasaelis)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 32.0], [35.0, 32.5], [35.5, 32.5], [35.5, 32.0], [35.0, 32.0]]]}",aqueduct,Phasaelis,,688564,rough,640.0,-30.0,2019-02-01T20:33:03Z,/places/688564,32.25,"32.25,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Unnamed aqueduct (at Phasaelis),864e5c0afe53b5a3a32e6af924166556,Palestinian Territory
7989,"Isaac, B., R. Talbert, S. Gillies, T. Elliott, J. Becker","35.0, 31.5, 35.5, 32.0",687831,2009-09-17T12:35:27Z,B. Isaac,2.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Archelais)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Archelais,,688565,rough,640.0,-30.0,2019-01-31T11:33:13Z,/places/688565,31.75,"31.75,35.25",35.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,8b0288b41c7ef3bd9420236d93f05e34,Israel
7990,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:28Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Hierichous area)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Hierichous area,,688566,rough,300.0,-330.0,2012-02-15T02:56:22Z,/places/688566,31.75,"31.75,35.25",35.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,7fd9efdd8f12c966edd38361c1f5c4c7,Israel
7991,"Isaac, B., R. Talbert, S. Gillies, T. Elliott, J. Becker","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:29Z,B. Isaac,2.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Na'aran)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Na'aran,,688567,rough,640.0,-330.0,2017-12-17T14:05:53Z,/places/688567,31.75,"31.75,35.25",35.25,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,e90d2785f43311063d34153f494e7bc0,Israel
7992,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:30Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Kypros)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Kypros,,688568,rough,300.0,-330.0,2012-02-15T02:56:23Z,/places/688568,31.75,"31.75,35.25",35.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,8bc32094f93b0396afab8e0e0d3285d8,Israel
7993,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:31Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Ierusalem)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Ierusalem,,688569,rough,640.0,-330.0,2012-02-15T02:56:23Z,/places/688569,31.75,"31.75,35.25",35.25,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,d4c5915fc93f7557d61c5ca2dd9b9c81,Israel
7994,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:32Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Herodeion)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Herodeion,,688570,rough,300.0,-330.0,2012-02-15T02:56:24Z,/places/688570,31.75,"31.75,35.25",35.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,0dfc77dd04fdc0da474f6297f37033e7,Israel
7995,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:33Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Qumran)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Qumran,,688571,rough,300.0,-330.0,2012-02-15T02:56:24Z,/places/688571,31.75,"31.75,35.25",35.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,8e7ee5948abf7d28859fda69f8a54d85,Israel
7996,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.5, 35.5, 32.0",,2009-09-17T12:35:34Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G2 unnamed aqueduct (Kastellion)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.5], [35.0, 32.0], [35.5, 32.0], [35.5, 31.5], [35.0, 31.5]]]}",aqueduct,Kastellion,,688572,rough,300.0,-330.0,2012-02-15T02:56:24Z,/places/688572,31.75,"31.75,35.25",35.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,4a855f8b97caf8e8264b0b7bfc55e500,Israel
7997,"Isaac, B., R. Talbert, T. Elliott, S. Gillies","35.0, 31.0, 35.5, 31.5",,2009-09-17T12:35:35Z,B. Isaac,1.0,"An ancient place, cited: BAtlas 70 G3 unnamed aqueduct (Engaddai)","{""type"": ""Polygon"", ""coordinates"": [[[35.0, 31.0], [35.0, 31.5], [35.5, 31.5], [35.5, 31.0], [35.0, 31.0]]]}",aqueduct,Engaddai,,688573,rough,640.0,-330.0,2012-02-15T02:56:25Z,/places/688573,31.25,"31.25,35.25",35.25,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,7f8c865df78c3d18d927528ce61164a6,Israel
8246,"Galliou, P., R. Talbert, T. Elliott, S. Gillies","-4.0, 48.0, -3.0, 49.0",,2009-10-30T22:27:38Z,P. Galliou,1.0,"An ancient place, cited: BAtlas 7 C3 unnamed aqueduct (Vorgium)","{""type"": ""Polygon"", ""coordinates"": [[[-4.0, 48.0], [-4.0, 49.0], [-3.0, 49.0], [-3.0, 48.0], [-4.0, 48.0]]]}",aqueduct,Vorgium,,70217,rough,300.0,-30.0,2012-02-15T03:01:32Z,/places/70217,48.5,"48.5,-3.5",-3.5,,R,roman,"-30.0,300.0",Untitled,94be8c3b2909ac7e559f17c244dfbe62,France
8247,"Galliou, P., R. Talbert, T. Elliott, S. Gillies","-1.0, 49.0, 0.0, 50.0",,2009-10-30T22:27:38Z,P. Galliou,1.0,"An ancient place, cited: BAtlas 7 F2 unnamed aqueduct (S Augustodurum)","{""type"": ""Polygon"", ""coordinates"": [[[-1.0, 49.0], [-1.0, 50.0], [0.0, 50.0], [0.0, 49.0], [-1.0, 49.0]]]}",aqueduct,S Augustodurum,,70218,rough,640.0,-30.0,2012-02-15T03:01:32Z,/places/70218,49.5,"49.5,-0.5",-0.5,,RL,"roman,late-antique","-30.0,640.0",Untitled,be4d1398d2e58d74cd53dd81425da4e4,France
8423,"Rupp, D., R. Talbert, T. Elliott, S. Gillies","32.0, 34.5, 32.5, 35.0",,2009-10-20T09:33:01Z,D. Rupp,1.0,"An ancient place, cited: BAtlas 72 A3 unnamed aqueduct ((Nea) Paphos)","{""type"": ""Polygon"", ""coordinates"": [[[32.0, 34.5], [32.0, 35.0], [32.5, 35.0], [32.5, 34.5], [32.0, 34.5]]]}",aqueduct,(Nea) Paphos,,708192,rough,640.0,-30.0,2012-02-15T03:03:53Z,/places/708192,34.75,"34.75,32.25",32.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,1469b2e63318c35a2fefcc1e7af9c02a,Cyprus
8424,"Rupp, D., R. Talbert, S. Gillies, T. Elliott","32.5, 35.0, 33.0, 35.5",707624,2009-10-20T09:33:02Z,D. Rupp,1.0,"An ancient place, cited: BAtlas 72 B2 unnamed aqueduct (Soloi)","{""type"": ""Polygon"", ""coordinates"": [[[32.5, 35.0], [32.5, 35.5], [33.0, 35.5], [33.0, 35.0], [32.5, 35.0]]]}",aqueduct,Soloi,,708193,rough,300.0,-30.0,2012-02-15T03:03:53Z,/places/708193,35.25,"35.25,32.75",32.75,,R,roman,"-30.0,300.0",Untitled,a5f724c50a9d081653e689676582dfc9,Cyprus
